Prior[0] 0.500390808191 Prior[1] 0.499609191809
consists 0 0.0012488292226 1 0.000312695434647
captain 0 0.000624414611302 1 0.000312695434647
assassins 0 0.000312207305651 1 0.000625390869293
whose 0 0.00499531689042 1 0.00844277673546
gamut 0 0.000936621916953 1 0.000312695434647
buddy 0 0.00187324383391 1 0.00187617260788
bedknobs 0 0.000312207305651 1 0.000625390869293
tremors 0 0.000312207305651 1 0.000625390869293
sweetest 0 0.000936621916953 1 0.00093808630394
boundless 0 0.000624414611302 1 0.000312695434647
painters 0 0.000312207305651 1 0.000625390869293
swap 0 0.000624414611302 1 0.000312695434647
kidman 0 0.000312207305651 1 0.00093808630394
recycle 0 0.000936621916953 1 0.000312695434647
majidi 0 0.000312207305651 1 0.00093808630394
sway 0 0.000312207305651 1 0.000625390869293
assembles 0 0.000312207305651 1 0.000625390869293
fists 0 0.000624414611302 1 0.000312695434647
updated 0 0.000624414611302 1 0.00093808630394
rescue 0 0.0012488292226 1 0.00093808630394
void 0 0.000936621916953 1 0.000312695434647
misunderstanding 0 0.000624414611302 1 0.000312695434647
smack 0 0.000312207305651 1 0.000625390869293
geriatric 0 0.000936621916953 1 0.000625390869293
updates 0 0.000624414611302 1 0.000312695434647
betters 0 0.000312207305651 1 0.000625390869293
afghani 0 0.000312207305651 1 0.000625390869293
overcomes 0 0.000936621916953 1 0.00093808630394
unsuspecting 0 0.000624414611302 1 0.000312695434647
sleek 0 0.000936621916953 1 0.000625390869293
disneys 0 0.0012488292226 1 0.00156347717323
courageous 0 0.000312207305651 1 0.000625390869293
vast 0 0.000624414611302 1 0.00093808630394
look 0 0.0109272556978 1 0.0225140712946
shakesperean 0 0.000624414611302 1 0.000312695434647
objectivity 0 0.000624414611302 1 0.000625390869293
endedness 0 0.000312207305651 1 0.000625390869293
unexceptional 0 0.000624414611302 1 0.000312695434647
called 0 0.00343428036216 1 0.00218886804253
skills 0 0.00187324383391 1 0.000312695434647
graced 0 0.000624414611302 1 0.000312695434647
correct 0 0.000936621916953 1 0.000625390869293
indefinitely 0 0.000624414611302 1 0.000312695434647
convenience 0 0.000624414611302 1 0.000312695434647
unrelated 0 0.000624414611302 1 0.000312695434647
wending 0 0.000624414611302 1 0.000312695434647
enhance 0 0.000312207305651 1 0.000625390869293
deplorable 0 0.000624414611302 1 0.000312695434647
graces 0 0.000312207305651 1 0.000625390869293
naturalism 0 0.000936621916953 1 0.000312695434647
clothes 0 0.00156103652825 1 0.000625390869293
uncovers 0 0.000624414611302 1 0.000625390869293
carnivore 0 0.000312207305651 1 0.000625390869293
winded 0 0.000936621916953 1 0.000625390869293
force 0 0.00187324383391 1 0.00437773608505
tenuous 0 0.000624414611302 1 0.000312695434647
diferen�a 0 0.000624414611302 1 0.000312695434647
ironies 0 0.000312207305651 1 0.00093808630394
japanese 0 0.00156103652825 1 0.00281425891182
likely 0 0.00686856072432 1 0.00343964978111
helluva 0 0.000624414611302 1 0.000625390869293
janice 0 0.000624414611302 1 0.000312695434647
berling 0 0.000312207305651 1 0.00093808630394
appetite 0 0.000936621916953 1 0.00093808630394
even 0 0.039338120512 1 0.0378361475922
neo 0 0.000312207305651 1 0.00187617260788
gawky 0 0.000312207305651 1 0.000625390869293
spouses 0 0.000624414611302 1 0.000312695434647
wreck 0 0.000624414611302 1 0.000312695434647
complexities 0 0.000312207305651 1 0.000625390869293
saved 0 0.0012488292226 1 0.000625390869293
asia 0 0.000624414611302 1 0.000625390869293
tamb�m 0 0.000624414611302 1 0.000312695434647
liberated 0 0.000312207305651 1 0.000625390869293
sobre 0 0.000312207305651 1 0.000625390869293
rymer 0 0.000624414611302 1 0.000312695434647
new 0 0.0156103652825 1 0.0209505941213
poorly 0 0.00405869497346 1 0.000312695434647
maverick 0 0.000312207305651 1 0.000625390869293
snared 0 0.000312207305651 1 0.000625390869293
stinks 0 0.000936621916953 1 0.000312695434647
deemed 0 0.000312207305651 1 0.000625390869293
screams 0 0.000936621916953 1 0.00093808630394
repugnance 0 0.000936621916953 1 0.000312695434647
pancakes 0 0.000624414611302 1 0.000312695434647
mel 0 0.000312207305651 1 0.00125078173859
never 0 0.0271620355916 1 0.0193871169481
disposable 0 0.00187324383391 1 0.000625390869293
weirdly 0 0.000624414611302 1 0.00187617260788
drew 0 0.000312207305651 1 0.00125078173859
drek 0 0.000936621916953 1 0.000312695434647
pedro 0 0.000624414611302 1 0.000312695434647
fleet 0 0.000312207305651 1 0.000625390869293
102 0 0.000936621916953 1 0.000312695434647
103 0 0.000624414611302 1 0.000312695434647
100 0 0.00187324383391 1 0.000625390869293
101 0 0.000624414611302 1 0.00125078173859
105 0 0.000624414611302 1 0.000312695434647
dry 0 0.00218545113956 1 0.00281425891182
luther 0 0.000312207305651 1 0.000625390869293
oozes 0 0.000624414611302 1 0.000625390869293
jams 0 0.000624414611302 1 0.000312695434647
rests 0 0.000312207305651 1 0.00093808630394
economics 0 0.000312207305651 1 0.000625390869293
diverte 0 0.000624414611302 1 0.000312695434647
ignoring 0 0.000936621916953 1 0.000312695434647
hokey 0 0.0012488292226 1 0.000312695434647
calculations 0 0.000624414611302 1 0.000312695434647
superstitious 0 0.000312207305651 1 0.000625390869293
suitable 0 0.000312207305651 1 0.00125078173859
intrigue 0 0.00187324383391 1 0.00156347717323
astute 0 0.000312207305651 1 0.00125078173859
grandkids 0 0.000312207305651 1 0.000625390869293
fantastic 0 0.000936621916953 1 0.00218886804253
muccino 0 0.000624414611302 1 0.000625390869293
digitally 0 0.000624414611302 1 0.000625390869293
besides 0 0.000312207305651 1 0.000625390869293
campaign 0 0.000312207305651 1 0.00125078173859
mobility 0 0.000312207305651 1 0.000625390869293
humourless 0 0.000624414611302 1 0.000312695434647
kurys 0 0.000624414611302 1 0.000312695434647
elude 0 0.000312207305651 1 0.000625390869293
bolado 0 0.000624414611302 1 0.000312695434647
ninety 0 0.000624414611302 1 0.000625390869293
moral 0 0.00280986575086 1 0.00437773608505
guests 0 0.000312207305651 1 0.000625390869293
drowned 0 0.0012488292226 1 0.000312695434647
labyrinthine 0 0.000624414611302 1 0.000312695434647
landscape 0 0.0012488292226 1 0.00250156347717
affirming 0 0.000936621916953 1 0.00125078173859
amish 0 0.000624414611302 1 0.000312695434647
wankery 0 0.000624414611302 1 0.000312695434647
criminals 0 0.000624414611302 1 0.000312695434647
army 0 0.000936621916953 1 0.000312695434647
runyon 0 0.000624414611302 1 0.000312695434647
mortality 0 0.000312207305651 1 0.00093808630394
quibbles 0 0.000312207305651 1 0.000625390869293
leaks 0 0.000936621916953 1 0.000625390869293
edward 0 0.000624414611302 1 0.000625390869293
call 0 0.00468310958476 1 0.00218886804253
calm 0 0.000312207305651 1 0.00125078173859
recommend 0 0.00249765844521 1 0.00156347717323
survive 0 0.000624414611302 1 0.000312695434647
leaky 0 0.0012488292226 1 0.000312695434647
type 0 0.00374648766781 1 0.00125078173859
tell 0 0.00593193880737 1 0.00312695434647
highfalutin 0 0.000624414611302 1 0.000312695434647
lungs 0 0.000624414611302 1 0.000312695434647
wary 0 0.000312207305651 1 0.000625390869293
inflammatory 0 0.000312207305651 1 0.000625390869293
oscar 0 0.00312207305651 1 0.00406504065041
schrader 0 0.000312207305651 1 0.00093808630394
wars 0 0.00156103652825 1 0.00156347717323
warp 0 0.000312207305651 1 0.000625390869293
eastwood 0 0.0012488292226 1 0.000312695434647
loony 0 0.000624414611302 1 0.000312695434647
dogma 0 0.000624414611302 1 0.00093808630394
berlin 0 0.000312207305651 1 0.000625390869293
warm 0 0.0012488292226 1 0.00500312695435
pecan 0 0.000312207305651 1 0.000625390869293
dogme 0 0.000312207305651 1 0.000625390869293
ward 0 0.000936621916953 1 0.000312695434647
inhabited 0 0.000312207305651 1 0.000625390869293
regan 0 0.000624414611302 1 0.000312695434647
directorial 0 0.00218545113956 1 0.00125078173859
room 0 0.00249765844521 1 0.00187617260788
rights 0 0.000624414611302 1 0.000312695434647
setup 0 0.0012488292226 1 0.000312695434647
somber 0 0.000936621916953 1 0.00187617260788
movies 0 0.0246643771464 1 0.0275171982489
suggestive 0 0.000624414611302 1 0.000625390869293
swimfan 0 0.0012488292226 1 0.000312695434647
defecates 0 0.000624414611302 1 0.000312695434647
guise 0 0.000624414611302 1 0.000312695434647
akin 0 0.000936621916953 1 0.00125078173859
root 0 0.0012488292226 1 0.00156347717323
newfoundland 0 0.000312207305651 1 0.000625390869293
merchant 0 0.000936621916953 1 0.000625390869293
barbers 0 0.000312207305651 1 0.000625390869293
unforgettably 0 0.000624414611302 1 0.000625390869293
give 0 0.00749297533562 1 0.0103189493433
blips 0 0.000312207305651 1 0.000625390869293
climax 0 0.0012488292226 1 0.000625390869293
laughs 0 0.00936621916953 1 0.00562851782364
honed 0 0.000312207305651 1 0.000625390869293
wrenches 0 0.000624414611302 1 0.000312695434647
involve 0 0.0012488292226 1 0.000312695434647
gleefully 0 0.000312207305651 1 0.000625390869293
cursory 0 0.000312207305651 1 0.000625390869293
advancing 0 0.000312207305651 1 0.000625390869293
masterly 0 0.000312207305651 1 0.000625390869293
aging 0 0.000312207305651 1 0.00125078173859
sats 0 0.000624414611302 1 0.000312695434647
titular 0 0.0012488292226 1 0.000625390869293
january 0 0.000936621916953 1 0.000312695434647
stills 0 0.000624414611302 1 0.000312695434647
faults 0 0.000312207305651 1 0.00156347717323
stupidity 0 0.00156103652825 1 0.000312695434647
kilmer 0 0.000624414611302 1 0.000312695434647
edgy 0 0.0012488292226 1 0.00093808630394
answer 0 0.00156103652825 1 0.000312695434647
pellingtons 0 0.000312207305651 1 0.000625390869293
faulty 0 0.000624414611302 1 0.000312695434647
joans 0 0.000936621916953 1 0.000625390869293
blanks 0 0.000936621916953 1 0.000312695434647
minority 0 0.0012488292226 1 0.00187617260788
undergoing 0 0.000312207305651 1 0.000625390869293
replacing 0 0.000624414611302 1 0.000312695434647
becks 0 0.000624414611302 1 0.000312695434647
reconciled 0 0.000312207305651 1 0.000625390869293
vicious 0 0.000936621916953 1 0.000312695434647
curiosity 0 0.00156103652825 1 0.000625390869293
president 0 0.000312207305651 1 0.000625390869293
lesbian 0 0.000312207305651 1 0.000625390869293
ambivalent 0 0.000312207305651 1 0.000625390869293
execrable 0 0.000624414611302 1 0.000312695434647
attempt 0 0.00686856072432 1 0.00218886804253
third 0 0.00249765844521 1 0.00156347717323
descends 0 0.000936621916953 1 0.000312695434647
think 0 0.00842959725258 1 0.00625390869293
maintain 0 0.000312207305651 1 0.000625390869293
pasteurized 0 0.000624414611302 1 0.000312695434647
athletes 0 0.000624414611302 1 0.00093808630394
documents 0 0.000312207305651 1 0.000625390869293
setpieces 0 0.000624414611302 1 0.000625390869293
banger 0 0.000624414611302 1 0.000312695434647
tribulations 0 0.000312207305651 1 0.000625390869293
unfolds 0 0.000624414611302 1 0.00281425891182
ensnare 0 0.000624414611302 1 0.000312695434647
inconclusive 0 0.000624414611302 1 0.000312695434647
nostra 0 0.000312207305651 1 0.000625390869293
befall 0 0.000312207305651 1 0.000625390869293
mumbo 0 0.000936621916953 1 0.000625390869293
helene 0 0.000312207305651 1 0.000625390869293
fable 0 0.0012488292226 1 0.00156347717323
responsive 0 0.000312207305651 1 0.000625390869293
budding 0 0.000312207305651 1 0.000625390869293
partisans 0 0.000312207305651 1 0.000625390869293
jo�o 0 0.000624414611302 1 0.000312695434647
before 0 0.012488292226 1 0.00656660412758
pleasurably 0 0.000312207305651 1 0.000625390869293
alarmed 0 0.000624414611302 1 0.000312695434647
frisky 0 0.000312207305651 1 0.000625390869293
personal 0 0.00249765844521 1 0.00625390869293
crew 0 0.000936621916953 1 0.00093808630394
better 0 0.0187324383391 1 0.0128205128205
differently 0 0.000312207305651 1 0.000625390869293
irans 0 0.000624414611302 1 0.000312695434647
generaciones 0 0.000624414611302 1 0.000312695434647
chatty 0 0.000312207305651 1 0.000625390869293
weeks 0 0.00156103652825 1 0.00156347717323
schmidt 0 0.000312207305651 1 0.00125078173859
overcome 0 0.00218545113956 1 0.00218886804253
pleasurable 0 0.000312207305651 1 0.000625390869293
gunning 0 0.000312207305651 1 0.000625390869293
vivre 0 0.000312207305651 1 0.00093808630394
combination 0 0.00187324383391 1 0.00187617260788
weakness 0 0.000312207305651 1 0.000625390869293
downs 0 0.000936621916953 1 0.000312695434647
shiri 0 0.000312207305651 1 0.000625390869293
therapy 0 0.000936621916953 1 0.00125078173859
indulge 0 0.000624414611302 1 0.000625390869293
glazed 0 0.000624414611302 1 0.000312695434647
ecks 0 0.00187324383391 1 0.000312695434647
rhapsodize 0 0.000624414611302 1 0.000312695434647
pianista 0 0.000312207305651 1 0.000625390869293
rhetoric 0 0.000936621916953 1 0.000625390869293
meat 0 0.0012488292226 1 0.000625390869293
bons 0 0.000312207305651 1 0.000625390869293
convinces 0 0.000624414611302 1 0.000625390869293
sleepless 0 0.000312207305651 1 0.000625390869293
arrested 0 0.000624414611302 1 0.000312695434647
lucy 0 0.000936621916953 1 0.000312695434647
droll 0 0.000312207305651 1 0.00218886804253
superficiality 0 0.000936621916953 1 0.000312695434647
faraway 0 0.000312207305651 1 0.000625390869293
fringes 0 0.000312207305651 1 0.00093808630394
mounts 0 0.000312207305651 1 0.000625390869293
went 0 0.0012488292226 1 0.00125078173859
bong 0 0.000624414611302 1 0.000312695434647
wens 0 0.000312207305651 1 0.000625390869293
bone 0 0.000936621916953 1 0.00125078173859
bond 0 0.00218545113956 1 0.00281425891182
prisoner 0 0.000624414611302 1 0.000312695434647
improvise 0 0.000624414611302 1 0.000625390869293
dour 0 0.000624414611302 1 0.000312695434647
somnolent 0 0.000624414611302 1 0.000312695434647
upstaged 0 0.000624414611302 1 0.000312695434647
mystification 0 0.000624414611302 1 0.000312695434647
principles 0 0.000312207305651 1 0.000625390869293
skins 0 0.000312207305651 1 0.00093808630394
carry 0 0.000312207305651 1 0.00156347717323
dullingly 0 0.000624414611302 1 0.000312695434647
doug 0 0.000312207305651 1 0.00093808630394
happenstance 0 0.000624414611302 1 0.000312695434647
aids 0 0.000624414611302 1 0.000312695434647
dawn 0 0.000936621916953 1 0.000625390869293
comedies 0 0.00218545113956 1 0.00375234521576
jell 0 0.000936621916953 1 0.000312695434647
contend 0 0.000936621916953 1 0.000312695434647
merchants 0 0.000624414611302 1 0.000312695434647
rhames 0 0.000312207305651 1 0.000625390869293
videotape 0 0.000624414611302 1 0.000312695434647
tales 0 0.00156103652825 1 0.00250156347717
mandy 0 0.000312207305651 1 0.000625390869293
lurks 0 0.000312207305651 1 0.000625390869293
revolting 0 0.000624414611302 1 0.000312695434647
content 0 0.00218545113956 1 0.00093808630394
fiery 0 0.000312207305651 1 0.000625390869293
novelistic 0 0.000312207305651 1 0.000625390869293
undeserved 0 0.000624414611302 1 0.000312695434647
surprise 0 0.00218545113956 1 0.00281425891182
palaver 0 0.000624414611302 1 0.000312695434647
consummate 0 0.000624414611302 1 0.000625390869293
mesmerised 0 0.000624414611302 1 0.000312695434647
grease 0 0.000624414611302 1 0.000312695434647
assaults 0 0.000624414611302 1 0.000625390869293
linear 0 0.000312207305651 1 0.000625390869293
whiff 0 0.000624414611302 1 0.000312695434647
cutesy 0 0.00156103652825 1 0.000625390869293
revenge 0 0.000936621916953 1 0.00218886804253
huston 0 0.000312207305651 1 0.00093808630394
toity 0 0.000624414611302 1 0.000312695434647
shriveled 0 0.000624414611302 1 0.000312695434647
aboriginal 0 0.000312207305651 1 0.000625390869293
gymkata 0 0.000624414611302 1 0.000312695434647
struggle 0 0.000936621916953 1 0.00250156347717
everyman 0 0.000312207305651 1 0.000625390869293
greasy 0 0.000624414611302 1 0.000312695434647
nietzsche 0 0.000312207305651 1 0.000625390869293
shaggy 0 0.0012488292226 1 0.000625390869293
starts 0 0.00468310958476 1 0.00156347717323
messages 0 0.00156103652825 1 0.00093808630394
newfoundlands 0 0.000624414611302 1 0.000312695434647
punctuated 0 0.000936621916953 1 0.000625390869293
schlepping 0 0.000312207305651 1 0.000625390869293
007 0 0.000936621916953 1 0.000312695434647
hannibal 0 0.000624414611302 1 0.00156347717323
loud 0 0.00468310958476 1 0.00125078173859
stewart 0 0.000624414611302 1 0.00093808630394
andie 0 0.000624414611302 1 0.000312695434647
grownups 0 0.000312207305651 1 0.00093808630394
naughty 0 0.0012488292226 1 0.000312695434647
vittorio 0 0.000624414611302 1 0.000312695434647
gondry 0 0.000936621916953 1 0.000625390869293
grade 0 0.00218545113956 1 0.00125078173859
reassure 0 0.000624414611302 1 0.000312695434647
thereof 0 0.000624414611302 1 0.000312695434647
hook 0 0.00187324383391 1 0.000625390869293
featured 0 0.000624414611302 1 0.000312695434647
warped 0 0.000624414611302 1 0.000625390869293
downside 0 0.000624414611302 1 0.000312695434647
embellished 0 0.000624414611302 1 0.000312695434647
banderas 0 0.000936621916953 1 0.000312695434647
immensely 0 0.000312207305651 1 0.00125078173859
snubbing 0 0.000624414611302 1 0.000312695434647
masterfully 0 0.000312207305651 1 0.00156347717323
diverting 0 0.00156103652825 1 0.00312695434647
knack 0 0.000624414611302 1 0.00093808630394
afterschool 0 0.0012488292226 1 0.000312695434647
t�rmino 0 0.000624414611302 1 0.000312695434647
broca 0 0.000624414611302 1 0.000312695434647
struts 0 0.000624414611302 1 0.000312695434647
recruiting 0 0.000624414611302 1 0.000312695434647
twisted 0 0.000312207305651 1 0.00281425891182
shiver 0 0.000312207305651 1 0.000625390869293
garry 0 0.000312207305651 1 0.000625390869293
bourgeois 0 0.000312207305651 1 0.00093808630394
hollywood 0 0.00967842647518 1 0.0146966854284
twister 0 0.000312207305651 1 0.000625390869293
hawke 0 0.000624414611302 1 0.000625390869293
horrendously 0 0.000624414611302 1 0.000625390869293
escort 0 0.000312207305651 1 0.000625390869293
dramatized 0 0.000624414611302 1 0.000312695434647
bouncing 0 0.000624414611302 1 0.000625390869293
ofallon 0 0.000936621916953 1 0.000312695434647
digs 0 0.000312207305651 1 0.00093808630394
gyu 0 0.000624414611302 1 0.000312695434647
stoic 0 0.000624414611302 1 0.000312695434647
somewhat 0 0.00187324383391 1 0.00500312695435
hadnt 0 0.000624414611302 1 0.000625390869293
requisite 0 0.000936621916953 1 0.000312695434647
gambles 0 0.000312207305651 1 0.000625390869293
shekhar 0 0.000312207305651 1 0.000625390869293
symptom 0 0.000936621916953 1 0.000312695434647
begins 0 0.00249765844521 1 0.00406504065041
distance 0 0.0012488292226 1 0.00156347717323
congratulatory 0 0.0012488292226 1 0.000312695434647
cruelly 0 0.000624414611302 1 0.000625390869293
preaches 0 0.000936621916953 1 0.000625390869293
bits 0 0.00312207305651 1 0.000312695434647
fairytale 0 0.000312207305651 1 0.000625390869293
evaporates 0 0.000624414611302 1 0.000312695434647
mythic 0 0.000312207305651 1 0.00093808630394
preparation 0 0.000624414611302 1 0.000312695434647
heremakono 0 0.000312207305651 1 0.000625390869293
fabulous 0 0.000624414611302 1 0.000625390869293
silly 0 0.00967842647518 1 0.00281425891182
mermaid 0 0.000624414611302 1 0.000625390869293
deserving 0 0.000312207305651 1 0.000625390869293
threadbare 0 0.0012488292226 1 0.000312695434647
coburn 0 0.000624414611302 1 0.000312695434647
posthumously 0 0.000312207305651 1 0.000625390869293
inanity 0 0.000312207305651 1 0.000625390869293
mini 0 0.000312207305651 1 0.000625390869293
cheek 0 0.000624414611302 1 0.00125078173859
sees 0 0.000624414611302 1 0.00093808630394
modern 0 0.00437090227911 1 0.00781738586617
mind 0 0.00718076802997 1 0.00719199499687
mine 0 0.000936621916953 1 0.000312695434647
ming 0 0.000312207305651 1 0.000625390869293
pantheon 0 0.0012488292226 1 0.00093808630394
emphasizing 0 0.000312207305651 1 0.000625390869293
seen 0 0.00905401186388 1 0.0093808630394
seem 0 0.0112394630034 1 0.00562851782364
sounding 0 0.000624414611302 1 0.000312695434647
seek 0 0.000312207305651 1 0.00093808630394
tells 0 0.00187324383391 1 0.00156347717323
beause 0 0.000312207305651 1 0.000625390869293
reprieve 0 0.000624414611302 1 0.000312695434647
horde 0 0.000624414611302 1 0.000312695434647
gabriele 0 0.000624414611302 1 0.000312695434647
floppy 0 0.000312207305651 1 0.000625390869293
chest 0 0.00187324383391 1 0.000625390869293
edge 0 0.000936621916953 1 0.00281425891182
chess 0 0.000312207305651 1 0.000625390869293
musketeers 0 0.000312207305651 1 0.000625390869293
sleeper 0 0.000624414611302 1 0.000625390869293
hoods 0 0.000624414611302 1 0.000312695434647
taylors 0 0.000312207305651 1 0.000625390869293
tunnels 0 0.000624414611302 1 0.000312695434647
caricatures 0 0.000936621916953 1 0.000625390869293
wrists 0 0.000624414611302 1 0.000312695434647
colonialism 0 0.000312207305651 1 0.000625390869293
rappers 0 0.000312207305651 1 0.000625390869293
crispin 0 0.000624414611302 1 0.000312695434647
phonograph 0 0.000312207305651 1 0.000625390869293
iosselianis 0 0.000312207305651 1 0.000625390869293
picpus 0 0.000312207305651 1 0.000625390869293
regular 0 0.000624414611302 1 0.000625390869293
meddling 0 0.000624414611302 1 0.000312695434647
meaning 0 0.00187324383391 1 0.00250156347717
fearless 0 0.000624414611302 1 0.00093808630394
zealand 0 0.000312207305651 1 0.000625390869293
padding 0 0.000624414611302 1 0.000312695434647
doh 0 0.000312207305651 1 0.000625390869293
don 0 0.00156103652825 1 0.00125078173859
doo 0 0.000936621916953 1 0.000625390869293
sillified 0 0.000624414611302 1 0.000312695434647
mushy 0 0.0012488292226 1 0.000312695434647
medical 0 0.000936621916953 1 0.000625390869293
doa 0 0.000936621916953 1 0.000312695434647
nighttime 0 0.000312207305651 1 0.000625390869293
dog 0 0.00343428036216 1 0.00187617260788
breathes 0 0.000624414611302 1 0.00093808630394
doe 0 0.000624414611302 1 0.000312695434647
psychology 0 0.00156103652825 1 0.000625390869293
devito 0 0.000624414611302 1 0.000312695434647
grossly 0 0.000624414611302 1 0.000312695434647
hotdog 0 0.000624414611302 1 0.000312695434647
consumer 0 0.000624414611302 1 0.000312695434647
annoyed 0 0.000624414611302 1 0.000312695434647
dot 0 0.000624414611302 1 0.000312695434647
dover 0 0.000312207305651 1 0.00156347717323
discontent 0 0.000312207305651 1 0.000625390869293
softheaded 0 0.000624414611302 1 0.000312695434647
punk 0 0.000624414611302 1 0.000312695434647
amoses 0 0.000624414611302 1 0.000312695434647
visitor 0 0.000312207305651 1 0.000625390869293
implodes 0 0.000312207305651 1 0.000625390869293
brilliance 0 0.000936621916953 1 0.00093808630394
puccinis 0 0.000624414611302 1 0.000625390869293
ending 0 0.00624414611302 1 0.00562851782364
deftly 0 0.000624414611302 1 0.00437773608505
comprueba 0 0.000312207305651 1 0.000625390869293
liza 0 0.000624414611302 1 0.000312695434647
winces 0 0.000624414611302 1 0.000312695434647
stepping 0 0.000312207305651 1 0.000625390869293
fooled 0 0.000624414611302 1 0.000625390869293
glasss 0 0.000624414611302 1 0.000312695434647
powerpuff 0 0.000936621916953 1 0.00093808630394
thirds 0 0.000312207305651 1 0.000625390869293
marvelously 0 0.000312207305651 1 0.00125078173859
larson 0 0.000624414611302 1 0.000312695434647
minty 0 0.000312207305651 1 0.000625390869293
unleashes 0 0.000624414611302 1 0.000312695434647
hoary 0 0.000936621916953 1 0.000312695434647
wolfish 0 0.000312207305651 1 0.000625390869293
undoubtedly 0 0.000936621916953 1 0.00156347717323
debts 0 0.000312207305651 1 0.000625390869293
sugar 0 0.00156103652825 1 0.00250156347717
unleashed 0 0.000312207305651 1 0.000625390869293
stabbing 0 0.000624414611302 1 0.000625390869293
folks 0 0.0012488292226 1 0.00187617260788
flakeball 0 0.000312207305651 1 0.000625390869293
brow 0 0.000936621916953 1 0.000312695434647
wearing 0 0.00156103652825 1 0.000625390869293
monica 0 0.000312207305651 1 0.000625390869293
establishes 0 0.000312207305651 1 0.00156347717323
colorful 0 0.0012488292226 1 0.00343964978111
blur 0 0.000312207305651 1 0.000625390869293
stop 0 0.0012488292226 1 0.00125078173859
arch 0 0.000312207305651 1 0.000625390869293
coast 0 0.000312207305651 1 0.00093808630394
12 0 0.0012488292226 1 0.00125078173859
christopher 0 0.000624414611302 1 0.00093808630394
smug 0 0.0012488292226 1 0.00093808630394
barlow 0 0.000624414611302 1 0.000312695434647
bleibtreu 0 0.000312207305651 1 0.000625390869293
earn 0 0.000936621916953 1 0.000625390869293
bar 0 0.000936621916953 1 0.00093808630394
sabotages 0 0.000624414611302 1 0.000312695434647
fields 0 0.000624414611302 1 0.000625390869293
t韙ulo 0 0.000312207305651 1 0.000625390869293
9 0 0.00249765844521 1 0.00125078173859
thrusts 0 0.000624414611302 1 0.000312695434647
whooshing 0 0.000624414611302 1 0.000312695434647
bag 0 0.00218545113956 1 0.000625390869293
microscope 0 0.000624414611302 1 0.000312695434647
architecture 0 0.000936621916953 1 0.000625390869293
rival 0 0.000312207305651 1 0.00125078173859
bam 0 0.000312207305651 1 0.00093808630394
bai 0 0.000312207305651 1 0.000625390869293
ethical 0 0.000312207305651 1 0.00093808630394
momentos 0 0.000936621916953 1 0.00093808630394
folly 0 0.000936621916953 1 0.000625390869293
decides 0 0.0012488292226 1 0.000312695434647
fascinating 0 0.00374648766781 1 0.0112570356473
fluffy 0 0.000624414611302 1 0.000625390869293
testing 0 0.000312207305651 1 0.000625390869293
alterations 0 0.000624414611302 1 0.000312695434647
caulfield 0 0.000624414611302 1 0.000312695434647
pilot 0 0.00156103652825 1 0.000312695434647
simbolizando 0 0.000624414611302 1 0.000312695434647
viewings 0 0.000312207305651 1 0.000625390869293
nettelbecks 0 0.000624414611302 1 0.000312695434647
mournfully 0 0.000312207305651 1 0.000625390869293
juliet 0 0.000624414611302 1 0.000312695434647
brazil 0 0.000312207305651 1 0.000625390869293
voyage 0 0.000312207305651 1 0.000625390869293
00 0 0.000624414611302 1 0.000312695434647
said 0 0.00218545113956 1 0.00187617260788
narrated 0 0.000312207305651 1 0.000625390869293
scrap 0 0.000312207305651 1 0.000625390869293
mutilation 0 0.000312207305651 1 0.000625390869293
artificial 0 0.00280986575086 1 0.000625390869293
smacks 0 0.000936621916953 1 0.00125078173859
sair 0 0.000624414611302 1 0.000312695434647
meditative 0 0.000312207305651 1 0.00125078173859
revels 0 0.000624414611302 1 0.00093808630394
sorts 0 0.000312207305651 1 0.00093808630394
baboon 0 0.000624414611302 1 0.000312695434647
tolerance 0 0.000312207305651 1 0.000625390869293
warrior 0 0.000312207305651 1 0.00125078173859
lazy 0 0.00280986575086 1 0.00125078173859
tommys 0 0.000624414611302 1 0.000312695434647
wears 0 0.00187324383391 1 0.00093808630394
dumber 0 0.000312207305651 1 0.000625390869293
ignorance 0 0.000312207305651 1 0.000625390869293
jolts 0 0.000312207305651 1 0.00093808630394
aaliyah 0 0.000936621916953 1 0.000312695434647
nonethnic 0 0.000312207305651 1 0.000625390869293
harvard 0 0.00374648766781 1 0.000625390869293
ethnography 0 0.000312207305651 1 0.000625390869293
cousin 0 0.000624414611302 1 0.000312695434647
picking 0 0.000312207305651 1 0.000625390869293
uncreative 0 0.000624414611302 1 0.000312695434647
dumbed 0 0.0012488292226 1 0.000312695434647
suggested 0 0.000624414611302 1 0.000625390869293
maneuvers 0 0.000624414611302 1 0.000625390869293
uncertainty 0 0.000624414611302 1 0.000312695434647
against 0 0.00343428036216 1 0.00500312695435
russia 0 0.000312207305651 1 0.000625390869293
prefabricated 0 0.000624414611302 1 0.000312695434647
und 0 0.000624414611302 1 0.000625390869293
distinction 0 0.000624414611302 1 0.000312695434647
contribution 0 0.000312207305651 1 0.000625390869293
bruckheimeresque 0 0.000624414611302 1 0.000312695434647
muse 0 0.000624414611302 1 0.000312695434647
uno 0 0.000312207305651 1 0.00125078173859
denouement 0 0.000936621916953 1 0.000312695434647
exemplary 0 0.000624414611302 1 0.000625390869293
appeared 0 0.0012488292226 1 0.000312695434647
